Participant,Sensor,Task,Area,Jerk X,Jerk Y,Jerk Z,RMS Acceleration,RMS Angular Velocity,Ellipse Area,Box Area,Total Pathway Length,volume,Mean Acceleration X,Mean Acceleration Y,Mean Acceleration Z
participant6,head,task1.csv,4326060.494505694,3.1359516144942374e-07,-7.019532547909767e-07,8.136646102013414e-07,2.4447259316434744,0.7901814193598903,1.1883150843061432,8.717102071360003,483.1481630065476,9.1284493023649,1.3759799497907947,1.7656156317991631,-9.907996744769877
participant6,lowerback,task1.csv,4859722.372510052,1.085866167039651e-06,-1.1531082435882019e-07,7.813224344409532e-07,3.008548048692469,0.9581180358950024,3.227773028938272,17.422720727076,93.69051252939956,22.83537496459764,2.699014277310924,1.3363882464985994,-9.10489668347339
participant6,torso,task1.csv,6268071.1690391945,2.662317096125835e-06,5.093870951949385e-07,1.2146295131475531e-06,3.004729850198235,0.8796150943099407,5.64636788941094,42.43929999999999,2600.183200996033,75.02803570674477,4.55438294063927,0.4907373652968036,-8.313456515981734
participant7,head,task1.csv,6187914.438745726,4.398989699491844e-07,1.2824158777896396e-06,3.835065813211149e-07,2.2328207253545824,0.8791896745591555,3.712456442725143,30.69582,1260.903921981758,54.4602363327931,0.408175973568282,0.8192002907488987,-9.877493894273128
participant7,lowerback,task1.csv,3033254.538417386,7.850489543206831e-07,-7.969311475122418e-07,-9.689249664460042e-07,1.135336456007349,0.7883201828369313,1.3493377258831842,11.09625142405,421.3900436321202,13.524571146672637,0.970393203517588,1.350541394472362,-9.559509045226129
participant7,torso,task1.csv,6268071.1690391945,2.662317096125835e-06,5.093870951949385e-07,1.2146295131475531e-06,3.004729850198235,0.8796150943099407,5.64636788941094,42.43929999999999,2600.183200996033,75.02803570674477,4.55438294063927,0.4907373652968036,-8.313456515981734
participant8,head,task1.csv,118901070.0152554,9.396217041418553e-09,7.257970764313862e-09,4.2638257473469415e-10,1.1516902400643545,0.7752728884644978,0.7972510443400007,17.873666973280002,40940362.286192,14.435921369371652,1.0197771430807356,2.007185596582757,-9.88679495708882
participant8,lowerback,task1.csv,18161663.062516525,5.322654776791515e-07,2.9012079827010224e-08,-5.353978166238061e-09,3.202934488680168,0.9247288377385232,8.040928232002093,43.329181545146,13339.370982186208,41.91381873422331,0.9532752440318304,-0.6862043607427054,-9.503011899204244
participant8,torso,task1.csv,8335726.671868736,6.126578908735992e-07,-1.3904378841691746e-07,8.66306277846226e-08,2.6601132320220406,0.8338328563655677,1.8819826305061629,14.662798022159995,4795.682815113377,23.45126769750126,0.8474276788990827,0.7655736009174313,-9.52105216055046
participant9,head,task1.csv,8441343.317629747,-2.7873585612851805e-07,1.720025753744055e-07,4.844373875400039e-07,2.1129264186679397,1.2763028650437005,4.016269335828501,22.17705502512,2749.659253637348,44.29156433971055,-0.703280610909091,2.7460699163636364,-9.379026505454544
participant9,lowerback,task1.csv,8732288.137411766,1.2470140239212805e-06,-1.9420108723797607e-06,1.5914608628911694e-07,2.070175815921761,0.8539691464420887,3.734646540184317,93.784980318189,2595.626374473809,198.6028086642833,1.081185161237785,0.4632849250814332,-9.551893705211729
participant1,head,task10.csv,19872859.26943785,1.9915062737537054e-07,6.05126229881183e-08,-2.7572162239856224e-09,1.7262641837148704,1.302693662362844,3.257725968686393,26.815764960000003,91690.21891691712,26.38209805917576,0.6568045025069639,1.23314856545961,-9.798736325905292
participant1,lowerback,task10.csv,6808763.127739978,-2.959179686135767e-09,1.5096418745453084e-07,-2.2191354081647558e-09,0.6196569906558865,1.0184860284864985,0.3385956463189349,11.750699999999998,27301.507641760007,3.616476762086544,0.5318251257208766,0.4181935870818916,-9.8075442283737
participant1,torso,task10.csv,14927336.498709757,6.544905443024455e-07,-3.530167658917596e-07,3.138103186908095e-08,1.105642049522105,1.0105274585116464,0.94001619710829,26.904432247042,62041.96120167158,10.73830251431502,4.665585450137741,0.7520283212121213,-8.858686983471076
